user,adgroup_id,pid,clk,cate_id,campaign_id,customer,price,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level,user_cate,pv_1,cart_1,fav_1,buy_1,pv_2,cart_2,fav_2,buy_2,pv_3,cart_3,fav_3,buy_3,brand_New
19,809392,430539_1007,0,4505,316908,191994,349.0,0,0,2,0,999999999,3,0,2,19_4505,9,1,0,0,9,0,1,0,2,1,0,0,118738
19,622400,430539_1007,0,4505,131329,8614,138.0,0,0,2,0,999999999,3,0,2,19_4505,9,1,0,0,9,0,1,0,2,1,0,0,282847
19,429735,430539_1007,0,4505,174935,117603,390.0,0,0,2,0,999999999,3,0,2,19_4505,9,1,0,0,9,0,1,0,2,1,0,0,156001
19,429735,430539_1007,0,4505,174935,117603,390.0,0,0,2,0,999999999,3,0,2,19_4505,9,1,0,0,9,0,1,0,2,1,0,0,156001
37,832949,430539_1007,0,10912,413469,36588,138.0,0,2,2,2,999999999,3,0,2,37_10912,1,0,0,0,0,0,0,0,0,0,0,0,32901
55,745358,430548_1007,0,5467,320029,223197,268.0,0,7,1,1,999999999,3,0,2,55_5467,0,0,0,0,19,4,0,0,3,0,0,0,187474
64,51777,430539_1007,1,8993,129253,169999,99.0,0,8,1,2,999999999,2,0,999999999,64_8993,0,0,0,0,0,0,0,0,10,0,1,0,425589
100,230631,430539_1007,0,7184,25744,99267,199.0,8,2,2,2,2,3,0,3,100_7184,3,0,0,0,0,0,0,0,0,0,0,0,138272
100,230631,430539_1007,0,7184,25744,99267,199.0,8,2,2,2,2,3,0,3,100_7184,3,0,0,0,0,0,0,0,0,0,0,0,138272
100,230631,430539_1007,0,7184,25744,99267,199.0,8,2,2,2,2,3,0,3,100_7184,3,0,0,0,0,0,0,0,0,0,0,0,138272
24,403592,430548_1007,0,385,413993,65202,138.0,0,1,2,1,999999999,2,0,999999999,24_385,9,1,0,0,8,0,0,0,0,0,0,0,107144
67,840511,430548_1007,0,4281,118601,28529,138.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,82527
67,620741,430548_1007,0,4281,272848,28529,118.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,82527
67,749427,430548_1007,0,4281,282035,28529,118.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,999999999
67,604381,430548_1007,0,4281,386201,27731,137.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,235358
67,608016,430548_1007,0,4281,396664,51181,29.98,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,999999999
67,560187,430548_1007,0,4281,393739,45118,115.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,414896
67,775334,430548_1007,1,4281,282035,28529,176.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,999999999
67,718863,430548_1007,0,4281,282035,28529,118.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,82527
67,775657,430548_1007,0,4281,282035,28529,138.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,82527
67,478427,430548_1007,0,4281,236354,28529,256.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,82527
67,682558,430548_1007,0,4281,359520,13787,112.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,999999999
67,632232,430548_1007,0,4281,282035,28529,98.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,82527
67,632232,430548_1007,0,4281,282035,28529,98.0,0,2,2,2,1,3,0,999999999,67_4281,0,0,0,0,1,0,0,0,4,0,0,0,82527
3,528849,430548_1007,0,4284,286511,87690,92.0,61,9,1,3,2,2,0,4,3_4284,0,0,0,0,0,0,0,0,21,0,0,0,999999999
3,528849,430548_1007,1,4284,286511,87690,92.0,61,9,1,3,2,2,0,4,3_4284,0,0,0,0,0,0,0,0,21,0,0,0,999999999
3,459694,430548_1007,0,4284,176796,192264,36.6,61,9,1,3,2,2,0,4,3_4284,0,0,0,0,0,0,0,0,21,0,0,0,290554
3,692942,430548_1007,0,4284,412027,17816,108.0,61,9,1,3,2,2,0,4,3_4284,0,0,0,0,0,0,0,0,21,0,0,0,42366
3,624097,430548_1007,0,4284,200094,202324,100.0,61,9,1,3,2,2,0,4,3_4284,0,0,0,0,0,0,0,0,21,0,0,0,999999999
3,391524,430548_1007,0,4284,286511,87690,96.0,61,9,1,3,2,2,0,4,3_4284,0,0,0,0,0,0,0,0,21,0,0,0,999999999
51,586903,430548_1007,0,6512,353992,154723,26.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,417719
51,727972,430548_1007,1,6512,91175,97312,268.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,198649
51,727972,430548_1007,0,6512,91175,97312,268.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,198649
51,629975,430548_1007,0,6512,91175,97312,299.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,198649
51,629975,430548_1007,0,6512,91175,97312,299.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,198649
51,629975,430548_1007,0,6512,91175,97312,299.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,198649
51,703367,430548_1007,0,6512,197431,199538,82.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,999999999
51,688725,430548_1007,0,6512,167672,184336,128.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,258222
51,718280,430548_1007,0,6512,399429,50759,189.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,95766
51,711425,430548_1007,0,6512,395002,48237,268.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,235358
51,631196,430548_1007,0,6512,293662,102181,49.76,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,188080
51,129754,430548_1007,0,6512,405576,60462,102.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,999999999
51,129754,430548_1007,1,6512,405576,60462,102.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,999999999
51,129754,430548_1007,0,6512,405576,60462,102.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,999999999
51,556984,430548_1007,0,6512,40186,126915,99.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_6512,0,0,0,0,0,0,0,0,14,0,0,0,999999999
9,29887,430548_1007,0,1398,2000,78976,658.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9_1398,3,0,0,0,0,0,0,0,0,0,0,0,71276
9,394198,430548_1007,0,1398,257846,191638,298.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,9_1398,3,0,0,0,0,0,0,0,0,0,0,0,12641
30,652514,430548_1007,0,562,211294,124191,78.0,30,4,2,4,1,3,0,2,30_562,3,0,0,0,3,0,0,0,0,0,0,0,283597
30,652514,430548_1007,0,562,211294,124191,78.0,30,4,2,4,1,3,0,2,30_562,3,0,0,0,3,0,0,0,0,0,0,0,283597
78,602062,430539_1007,0,7214,318927,21267,99.0,19,3,2,3,2,3,0,2,78_7214,23,0,0,0,0,0,0,0,2,0,0,0,161708
78,602062,430539_1007,0,7214,318927,21267,99.0,19,3,2,3,2,3,0,2,78_7214,23,0,0,0,0,0,0,0,2,0,0,0,161708
94,428924,430548_1007,0,6064,192271,198116,36.8,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,94_6064,0,0,0,0,0,0,0,0,31,1,0,1,290244
94,428924,430548_1007,1,6064,192271,198116,36.8,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,94_6064,0,0,0,0,0,0,0,0,31,1,0,1,290244
94,354655,430548_1007,0,6064,332617,145728,25.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,94_6064,0,0,0,0,0,0,0,0,31,1,0,1,427265
24,583441,430548_1007,0,4505,243370,138919,99.0,0,1,2,1,999999999,2,0,999999999,24_4505,2,0,0,0,13,0,0,0,7,0,0,0,411073
30,551108,430548_1007,0,4282,266266,229191,128.0,30,4,2,4,1,3,0,2,30_4282,2,0,0,0,0,0,0,0,0,0,0,0,999999999
30,736595,430548_1007,0,4282,359520,13787,124.0,30,4,2,4,1,3,0,2,30_4282,2,0,0,0,0,0,0,0,0,0,0,0,999999999
35,20763,430548_1007,0,771,24216,95116,119.0,0,11,1,5,999999999,2,0,3,35_771,0,0,0,0,0,0,0,0,12,0,0,0,116349
37,338117,430539_1007,0,5301,162197,163007,1750.0,0,2,2,2,999999999,3,0,2,37_5301,1,0,0,0,0,0,0,0,2,0,0,0,142526
37,338117,430539_1007,0,5301,162197,163007,1750.0,0,2,2,2,999999999,3,0,2,37_5301,1,0,0,0,0,0,0,0,2,0,0,0,142526
37,338117,430539_1007,0,5301,162197,163007,1750.0,0,2,2,2,999999999,3,0,2,37_5301,1,0,0,0,0,0,0,0,2,0,0,0,142526
37,549066,430539_1007,0,8252,130725,7087,48.0,0,2,2,2,999999999,3,0,2,37_8252,0,0,0,0,0,0,0,0,0,0,0,0,999999999
50,298020,430539_1007,0,5954,30484,10096,518.0,0,4,2,4,999999999,3,0,2,50_5954,0,0,0,0,0,0,0,0,0,0,0,0,999999999
7,435449,430548_1007,0,7275,344135,107996,26.0,56,8,1,2,1,3,0,1,7_7275,1,0,0,0,0,0,0,0,1,0,0,0,249634
7,435449,430548_1007,0,7275,344135,107996,26.0,56,8,1,2,1,3,0,1,7_7275,1,0,0,0,0,0,0,0,1,0,0,0,249634
7,829319,430548_1007,0,7275,265200,51318,188.0,56,8,1,2,1,3,0,1,7_7275,1,0,0,0,0,0,0,0,1,0,0,0,999999999
7,374808,430548_1007,0,7275,334648,205594,98.0,56,8,1,2,1,3,0,1,7_7275,1,0,0,0,0,0,0,0,1,0,0,0,121839
7,315613,430548_1007,0,7275,419394,14752,32.9,56,8,1,2,1,3,0,1,7_7275,1,0,0,0,0,0,0,0,1,0,0,0,53067
7,315613,430548_1007,0,7275,419394,14752,32.9,56,8,1,2,1,3,0,1,7_7275,1,0,0,0,0,0,0,0,1,0,0,0,53067
7,167292,430548_1007,0,7275,90809,152381,49.9,56,8,1,2,1,3,0,1,7_7275,1,0,0,0,0,0,0,0,1,0,0,0,209550
7,255337,430548_1007,0,7275,299527,220499,50.0,56,8,1,2,1,3,0,1,7_7275,1,0,0,0,0,0,0,0,1,0,0,0,415913
101,677375,430548_1007,0,4284,135710,17967,79.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,390953
101,436529,430548_1007,0,4284,220706,210265,35.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,395365,430548_1007,0,4284,349019,182374,39.8,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,395365,430548_1007,0,4284,349019,182374,39.8,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,589443,430548_1007,0,4284,7894,85918,138.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,406177,430548_1007,0,4284,197888,173994,158.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,53588
101,735863,430548_1007,0,4284,350236,95231,89.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,735863,430548_1007,0,4284,350236,95231,89.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,468173,430548_1007,0,4284,331023,125152,130.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,671089,430548_1007,1,4284,158916,105620,38.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,146115
101,694727,430548_1007,0,4284,364910,66552,39.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,694727,430548_1007,0,4284,364910,66552,39.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,712317,430548_1007,0,4284,32515,110516,158.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,604787,430548_1007,0,4284,353356,15425,110.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,703575,430548_1007,0,4284,154821,182374,45.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,654389,430548_1007,0,4284,329362,238994,55.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,599133,430548_1007,0,4284,195330,191963,45.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,722988,430548_1007,0,4284,148511,8120,199.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,141798,430548_1007,0,4284,248344,196817,89.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,999999999
101,744939,430548_1007,0,4284,414149,45962,99.0,8,2,2,2,1,3,0,4,101_4284,0,0,0,0,0,0,0,0,32,1,0,0,254132
47,681970,430548_1007,0,1665,239323,150711,588.0,0,3,2,3,999999999,3,0,4,47_1665,28,2,0,0,10,1,0,0,27,0,0,0,83836
47,580700,430548_1007,0,1665,363316,65469,598.0,0,3,2,3,999999999,3,0,4,47_1665,28,2,0,0,10,1,0,0,27,0,0,0,234846
47,452820,430548_1007,0,1665,63423,146750,280.0,0,3,2,3,999999999,3,0,4,47_1665,28,2,0,0,10,1,0,0,27,0,0,0,445827
76,626463,430548_1007,0,6255,221962,130110,4.5,7,2,2,2,1,3,0,2,76_6255,0,0,0,0,0,0,0,0,8,0,2,0,331997
76,10051,430548_1007,0,6255,13532,25002,12.0,7,2,2,2,1,3,0,2,76_6255,0,0,0,0,0,0,0,0,8,0,2,0,347957
76,283335,430548_1007,0,6255,263845,64545,48.8,7,2,2,2,1,3,0,2,76_6255,0,0,0,0,0,0,0,0,8,0,2,0,411546
76,233337,430548_1007,0,6255,282771,48321,25.0,7,2,2,2,1,3,0,2,76_6255,0,0,0,0,0,0,0,0,8,0,2,0,86309
76,522702,430548_1007,0,6255,315633,248043,64.0,7,2,2,2,1,3,0,2,76_6255,0,0,0,0,0,0,0,0,8,0,2,0,417306
76,211482,430548_1007,0,6255,89815,165278,30.0,7,2,2,2,1,3,0,2,76_6255,0,0,0,0,0,0,0,0,8,0,2,0,295300
76,591323,430548_1007,0,6255,358680,245039,38.0,7,2,2,2,1,3,0,2,76_6255,0,0,0,0,0,0,0,0,8,0,2,0,126307
76,416373,430548_1007,0,6255,285270,237522,39.0,7,2,2,2,1,3,0,2,76_6255,0,0,0,0,0,0,0,0,8,0,2,0,295300
103,602686,430539_1007,0,12898,351387,21030,99.0,0,11,1,5,2,3,0,999999999,103_12898,0,0,0,0,0,0,0,0,5,0,0,0,216880
19,86494,430539_1007,0,5953,194516,25192,1499.0,0,0,2,0,999999999,3,0,2,19_5953,0,0,0,0,0,0,0,0,0,0,0,0,999999999
24,507213,430548_1007,0,4280,173558,190357,19.8,0,1,2,1,999999999,2,0,999999999,24_4280,7,0,0,0,3,0,0,0,0,0,0,0,999999999
24,810028,430548_1007,0,4280,152306,179416,39.9,0,1,2,1,999999999,2,0,999999999,24_4280,7,0,0,0,3,0,0,0,0,0,0,0,999999999
93,736047,430548_1007,0,5539,115163,105750,19.0,2,1,2,1,1,3,0,999999999,93_5539,1,0,0,0,5,0,0,0,9,2,0,0,97040
4,401020,430548_1007,0,4505,274435,236070,199.0,0,11,1,5,999999999,2,0,999999999,4_4505,0,0,0,0,0,0,0,0,0,0,0,0,200178
4,691033,430548_1007,0,4505,118775,166198,68.0,0,11,1,5,999999999,2,0,999999999,4_4505,0,0,0,0,0,0,0,0,0,0,0,0,999999999
4,691033,430548_1007,0,4505,118775,166198,68.0,0,11,1,5,999999999,2,0,999999999,4_4505,0,0,0,0,0,0,0,0,0,0,0,0,999999999
4,95383,430548_1007,0,4505,404242,59027,100.0,0,11,1,5,999999999,2,0,999999999,4_4505,0,0,0,0,0,0,0,0,0,0,0,0,246129
4,481015,430548_1007,0,4505,290670,235941,78.0,0,11,1,5,999999999,2,0,999999999,4_4505,0,0,0,0,0,0,0,0,0,0,0,0,999999999
4,481015,430548_1007,0,4505,290670,235941,78.0,0,11,1,5,999999999,2,0,999999999,4_4505,0,0,0,0,0,0,0,0,0,0,0,0,999999999
4,364706,430548_1007,0,4505,47620,132722,198.0,0,11,1,5,999999999,2,0,999999999,4_4505,0,0,0,0,0,0,0,0,0,0,0,0,123346
37,771541,430539_1007,0,1101,166078,25444,11.8,0,2,2,2,999999999,3,0,2,37_1101,9,0,0,0,2,0,0,0,18,0,0,0,65399
65,313810,430548_1007,0,8215,163023,126843,799.0,0,3,2,3,999999999,2,0,999999999,65_8215,0,0,0,0,10,0,0,0,1,0,0,0,82001
67,614704,430548_1007,0,5467,5836,41645,15.0,0,2,2,2,1,3,0,999999999,67_5467,0,0,0,0,0,0,0,0,3,0,0,0,999999999
67,462588,430548_1007,0,5467,218006,5053,11.8,0,2,2,2,1,3,0,999999999,67_5467,0,0,0,0,0,0,0,0,3,0,0,0,999999999
67,554905,430548_1007,0,5467,218006,5053,13.0,0,2,2,2,1,3,0,999999999,67_5467,0,0,0,0,0,0,0,0,3,0,0,0,999999999
67,321745,430548_1007,0,5467,68628,140701,38.0,0,2,2,2,1,3,0,999999999,67_5467,0,0,0,0,0,0,0,0,3,0,0,0,358974
67,105972,430548_1007,0,5467,189530,142716,7.19,0,2,2,2,1,3,0,999999999,67_5467,0,0,0,0,0,0,0,0,3,0,0,0,310347
67,510144,430548_1007,0,5467,5836,41645,10.0,0,2,2,2,1,3,0,999999999,67_5467,0,0,0,0,0,0,0,0,3,0,0,0,999999999
67,205109,430548_1007,0,5467,283901,216728,79.0,0,2,2,2,1,3,0,999999999,67_5467,0,0,0,0,0,0,0,0,3,0,0,0,443293
67,447441,430548_1007,0,5467,348634,19997,6.5,0,2,2,2,1,3,0,999999999,67_5467,0,0,0,0,0,0,0,0,3,0,0,0,999999999
69,702802,430539_1007,0,4288,352940,241803,99.0,33,4,2,4,1,3,0,2,69_4288,0,0,0,0,0,0,0,0,1,0,0,0,999999999
69,626344,430539_1007,0,4288,373972,181286,488.0,33,4,2,4,1,3,0,2,69_4288,0,0,0,0,0,0,0,0,1,0,0,0,324675
89,135486,430548_1007,0,9687,88800,62617,4399.0,0,4,2,4,999999999,3,0,4,89_9687,0,0,0,0,0,0,0,0,2,0,0,0,353787
89,827873,430548_1007,0,9687,383607,236821,9200.0,0,4,2,4,999999999,3,0,4,89_9687,0,0,0,0,0,0,0,0,2,0,0,0,220468
89,547703,430548_1007,0,9687,304559,219484,1580.0,0,4,2,4,999999999,3,0,4,89_9687,0,0,0,0,0,0,0,0,2,0,0,0,999999999
89,653178,430548_1007,0,9687,380424,242014,2360.0,0,4,2,4,999999999,3,0,4,89_9687,0,0,0,0,0,0,0,0,2,0,0,0,417898
89,597199,430548_1007,1,9687,34526,120607,8198.0,0,4,2,4,999999999,3,0,4,89_9687,0,0,0,0,0,0,0,0,2,0,0,0,203929
97,810739,430548_1007,0,6426,401453,635,568.0,0,2,2,2,1,3,0,999999999,97_6426,0,0,0,0,1,0,1,0,20,0,0,1,999999999
97,703808,430548_1007,0,6426,71820,102775,598.0,0,2,2,2,1,3,0,999999999,97_6426,0,0,0,0,1,0,1,0,20,0,0,1,317054
103,292771,430539_1007,0,7432,191873,13992,49.0,0,11,1,5,2,3,0,999999999,103_7432,2,0,0,0,7,0,0,0,0,0,0,0,38394
46,500907,430548_1007,0,4282,215902,173352,159.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,999999999
46,819177,430548_1007,0,4282,352747,13787,999.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,999999999
46,710386,430548_1007,0,4282,353437,200995,99.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,999999999
46,515111,430548_1007,0,4282,43702,120931,50.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,146115
46,534394,430548_1007,0,4282,14351,92124,35.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,18595
46,830138,430548_1007,0,4282,270020,20164,35.98,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,999999999
46,692732,430548_1007,0,4282,107191,125193,32.88,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,999999999
46,548841,430548_1007,0,4282,101341,7378,158.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,999999999
46,621810,430548_1007,0,4282,136320,18967,99.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,234846
46,666221,430548_1007,0,4282,415468,25728,69.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,146115
46,547291,430548_1007,0,4282,43702,120931,54.0,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,83269
46,749897,430548_1007,0,4282,43702,120931,35.98,2,1,2,1,1,3,0,3,46_4282,0,0,0,0,0,0,0,0,16,0,0,0,83269
56,356836,430548_1007,0,6667,323268,242558,84.8,81,10,1,4,2,3,0,4,56_6667,0,0,0,0,1,0,0,0,0,0,0,0,7713
69,458576,430539_1007,0,4282,208931,206024,85.0,33,4,2,4,1,3,0,2,69_4282,0,0,0,0,2,0,0,0,28,0,0,0,999999999
69,616597,430539_1007,0,4282,330861,181826,199.0,33,4,2,4,1,3,0,2,69_4282,0,0,0,0,2,0,0,0,28,0,0,0,999999999
6,716643,430539_1007,0,1665,138488,18499,123.0,17,3,2,3,1,3,0,3,6_1665,0,0,0,0,0,0,0,0,1,0,0,0,999999999
6,659291,430539_1007,0,1665,114429,19314,135.0,17,3,2,3,1,3,0,3,6_1665,0,0,0,0,0,0,0,0,1,0,0,0,999999999
6,573887,430539_1007,0,1665,280117,234803,469.0,17,3,2,3,1,3,0,3,6_1665,0,0,0,0,0,0,0,0,1,0,0,0,41519
6,710164,430539_1007,0,1665,405490,60305,109.0,17,3,2,3,1,3,0,3,6_1665,0,0,0,0,0,0,0,0,1,0,0,0,999999999
6,607590,430539_1007,0,1665,361115,251941,58.0,17,3,2,3,1,3,0,3,6_1665,0,0,0,0,0,0,0,0,1,0,0,0,999999999
6,685221,430539_1007,0,1665,361905,58884,369.0,17,3,2,3,1,3,0,3,6_1665,0,0,0,0,0,0,0,0,1,0,0,0,999999999
6,685221,430539_1007,0,1665,361905,58884,369.0,17,3,2,3,1,3,0,3,6_1665,0,0,0,0,0,0,0,0,1,0,0,0,999999999
6,774038,430539_1007,0,1665,117885,13787,162.0,17,3,2,3,1,3,0,3,6_1665,0,0,0,0,0,0,0,0,1,0,0,0,999999999
11,611964,430548_1007,0,5148,160206,182476,2.8,8,2,2,2,2,3,0,4,11_5148,0,0,0,0,7,0,0,0,0,0,0,0,36241
18,748779,430548_1007,0,4281,270020,20164,28.98,0,3,2,3,999999999,2,0,999999999,18_4281,0,0,0,0,0,0,0,0,0,0,0,0,999999999
27,668432,430539_1007,0,4284,124492,171746,28.8,0,3,2,3,999999999,3,0,2,27_4284,0,0,0,0,5,0,0,0,0,0,0,0,999999999
51,796413,430548_1007,0,1665,5197,82979,159.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,68549
51,697706,430548_1007,0,1665,408804,63559,54.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,725034,430548_1007,0,1665,238097,216123,189.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,807027,430548_1007,0,1665,47018,121224,57.8,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,604111,430548_1007,0,1665,47018,121224,62.8,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,817314,430548_1007,0,1665,383231,66965,89.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,756914,430548_1007,0,1665,180171,138874,79.6,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,763858,430548_1007,0,1665,365182,63559,67.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,539002,430548_1007,0,1665,308441,82141,358.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,736903,430548_1007,0,1665,409028,63559,38.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,701276,430548_1007,0,1665,362912,217135,14.9,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,297265
51,693683,430548_1007,0,1665,47018,121224,63.8,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
51,737479,430548_1007,1,1665,409028,63559,60.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,234846
51,574649,430548_1007,0,1665,82320,1734,34.8,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,51_1665,1,0,0,0,6,0,0,0,18,0,0,0,999999999
64,472294,430539_1007,1,6181,224419,211334,29.0,0,8,1,2,999999999,2,0,999999999,64_6181,0,0,0,0,0,0,0,0,10,0,6,0,293111
10,836297,430539_1007,0,6261,341448,207236,431.0,0,9,1,3,999999999,2,0,999999999,10_6261,3,0,0,0,0,0,0,0,6,0,0,0,999999999
